PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32841522","Magnetic resonance imaging of human neural stem cells in rodent and primate brain","McGinley LM, Willsey MS, Kashlan ON, Chen KS, Hayes JM, Bergin IL, Mason SN, Stebbins AW, Kwentus JF, Pacut C, Kollmer J, Sakowski SA, Bell CB 3rd, Chestek CA, Murphy GG, Patil PG, Feldman EL.","Stem Cells Transl Med. 2021 Jan;10(1):83-97. doi: 10.1002/sctm.20-0126. Epub 2020 Aug 25.","McGinley LM","Stem Cells Transl Med","2021","2020/08/26","PMC7780819","","10.1002/sctm.20-0126"
"31989891","Convolutional Neural Network-based MR Image Analysis for Alzheimer's Disease Classification","Choi BK, Madusanka N, Choi HK, So JH, Kim CH, Park HG, Bhattacharjee S, Prakash D.","Curr Med Imaging Rev. 2020;16(1):27-35. doi: 10.2174/1573405615666191021123854.","Choi BK","Curr Med Imaging Rev","2020","2020/01/29","","","10.2174/1573405615666191021123854"
"32180217","A mechanistic hypothesis for the impairment of synaptic plasticity by soluble Aβ oligomers from Alzheimer's brain","Li S, Selkoe DJ.","J Neurochem. 2020 Sep;154(6):583-597. doi: 10.1111/jnc.15007. Epub 2020 Apr 5.","Li S","J Neurochem","2020","2020/03/18","PMC7487043","NIHMS1579278","10.1111/jnc.15007"
"31152566","Different microvascular alterations underlie microbleeds and microinfarcts","van Veluw SJ, Scherlek AA, Freeze WM, Ter Telgte A, van der Kouwe AJ, Bacskai BJ, Frosch MP, Greenberg SM.","Ann Neurol. 2019 Aug;86(2):279-292. doi: 10.1002/ana.25512. Epub 2019 Jun 14.","van Veluw SJ","Ann Neurol","2019","2019/06/02","","","10.1002/ana.25512"
"32033462","A Deep Siamese Convolution Neural Network for Multi-Class Classification of Alzheimer Disease","Mehmood A, Maqsood M, Bashir M, Shuyuan Y.","Brain Sci. 2020 Feb 5;10(2):84. doi: 10.3390/brainsci10020084.","Mehmood A","Brain Sci","2020","2020/02/09","PMC7071616","","10.3390/brainsci10020084"
"31003928","Deep learning only by normal brain PET identify unheralded brain anomalies","Choi H, Ha S, Kang H, Lee H, Lee DS; Alzheimer's Disease Neuroimaging Initiative.","EBioMedicine. 2019 May;43:447-453. doi: 10.1016/j.ebiom.2019.04.022. Epub 2019 Apr 16.","Choi H","EBioMedicine","2019","2019/04/21","PMC6557913","","10.1016/j.ebiom.2019.04.022"
"29518282","Positron emission tomography-guided magnetic resonance spectroscopy in Alzheimer disease","Sheikh-Bahaei N, Sajjadi SA, Manavaki R, McLean M, O'Brien JT, Gillard JH.","Ann Neurol. 2018 Apr;83(4):771-778. doi: 10.1002/ana.25202. Epub 2018 Apr 10.","Sheikh-Bahaei N","Ann Neurol","2018","2018/03/09","","","10.1002/ana.25202"
"31634822","Uncovering convolutional neural network decisions for diagnosing multiple sclerosis on conventional MRI using layer-wise relevance propagation","Eitel F, Soehler E, Bellmann-Strobl J, Brandt AU, Ruprecht K, Giess RM, Kuchling J, Asseyer S, Weygandt M, Haynes JD, Scheel M, Paul F, Ritter K.","Neuroimage Clin. 2019;24:102003. doi: 10.1016/j.nicl.2019.102003. Epub 2019 Sep 6.","Eitel F","Neuroimage Clin","2019","2019/10/22","PMC6807560","","10.1016/j.nicl.2019.102003"
"33249783","Plasma phosphorylated tau181 and neurodegeneration in Alzheimer's disease","Hansson O, Cullen N, Zetterberg H; Alzheimer’s Disease Neuroimaging Initiative, Blennow K, Mattsson-Carlgren N.","Ann Clin Transl Neurol. 2021 Jan;8(1):259-265. doi: 10.1002/acn3.51253. Epub 2020 Nov 29.","Hansson O","Ann Clin Transl Neurol","2021","2020/11/29","PMC7818141","","10.1002/acn3.51253"
"31213967","Diagnosis of Alzheimer's Disease via Multi-Modality 3D Convolutional Neural Network","Huang Y, Xu J, Zhou Y, Tong T, Zhuang X; Alzheimer’s Disease Neuroimaging Initiative (ADNI).","Front Neurosci. 2019 May 31;13:509. doi: 10.3389/fnins.2019.00509. eCollection 2019.","Huang Y","Front Neurosci","2019","2019/06/20","PMC6555226","","10.3389/fnins.2019.00509"
"31466398","A Deep Learning approach for Diagnosis of Mild Cognitive Impairment Based on MRI Images","Gorji HT, Kaabouch N.","Brain Sci. 2019 Aug 28;9(9):217. doi: 10.3390/brainsci9090217.","Gorji HT","Brain Sci","2019","2019/08/31","PMC6770590","","10.3390/brainsci9090217"
"31443556","Classification of Alzheimer's Disease with and without Imagery using Gradient Boosted Machines and ResNet-50","Fulton LV, Dolezel D, Harrop J, Yan Y, Fulton CP.","Brain Sci. 2019 Aug 22;9(9):212. doi: 10.3390/brainsci9090212.","Fulton LV","Brain Sci","2019","2019/08/25","PMC6770938","","10.3390/brainsci9090212"
"32605230","A Combined Deep-Learning and Lattice Boltzmann Model for Segmentation of the Hippocampus in MRI","Liu Y, Yan Z.","Sensors (Basel). 2020 Jun 28;20(13):3628. doi: 10.3390/s20133628.","Liu Y","Sensors (Basel)","2020","2020/07/02","PMC7374374","","10.3390/s20133628"
"32554321","Pre-trained MRI-based Alzheimer's disease classification models to classify memory clinic patients","de Vos F, Schouten TM, Koini M, Bouts MJRJ, Feis RA, Lechner A, Schmidt R, van Buchem MA, Verhey FRJ, Olde Rikkert MGM, Scheltens P, de Rooij M, van der Grond J, Rombouts SARB.","Neuroimage Clin. 2020;27:102303. doi: 10.1016/j.nicl.2020.102303. Epub 2020 Jun 4.","de Vos F","Neuroimage Clin","2020","2020/06/20","PMC7303669","","10.1016/j.nicl.2020.102303"
"31796817","Classification and Visualization of Alzheimer's Disease using Volumetric Convolutional Neural Network and Transfer Learning","Oh K, Chung YC, Kim KW, Kim WS, Oh IS.","Sci Rep. 2019 Dec 3;9(1):18150. doi: 10.1038/s41598-019-54548-6.","Oh K","Sci Rep","2019","2019/12/05","PMC6890708","","10.1038/s41598-019-54548-6"
"32763427","Predicting Alzheimer's disease progression using deep recurrent neural networks","Nguyen M, He T, An L, Alexander DC, Feng J, Yeo BTT; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage. 2020 Nov 15;222:117203. doi: 10.1016/j.neuroimage.2020.117203. Epub 2020 Aug 4.","Nguyen M","Neuroimage","2020","2020/08/09","PMC7797176","NIHMS1658212","10.1016/j.neuroimage.2020.117203"
"30630081","Amyloid-beta induced retrograde axonal degeneration in a mouse tauopathy model","Nishioka C, Liang HF, Barsamian B, Sun SW.","Neuroimage. 2019 Apr 1;189:180-191. doi: 10.1016/j.neuroimage.2019.01.007. Epub 2019 Jan 7.","Nishioka C","Neuroimage","2019","2019/01/11","PMC6422724","NIHMS1519151","10.1016/j.neuroimage.2019.01.007"
"31329216","Effect of AZD0530 on Cerebral Metabolic Decline in Alzheimer Disease: A Randomized Clinical Trial","van Dyck CH, Nygaard HB, Chen K, Donohue MC, Raman R, Rissman RA, Brewer JB, Koeppe RA, Chow TW, Rafii MS, Gessert D, Choi J, Turner RS, Kaye JA, Gale SA, Reiman EM, Aisen PS, Strittmatter SM.","JAMA Neurol. 2019 Jul 22;76(10):1219-29. doi: 10.1001/jamaneurol.2019.2050. Online ahead of print.","van Dyck CH","JAMA Neurol","2019","2019/07/23","PMC6646979","","10.1001/jamaneurol.2019.2050"
"31631618","[Early prognosis of Alzheimer's disease based on convolutional neural networks and ensemble learning]","Zeng A, Jia L, Pan D, Song X.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2019 Oct 25;36(5):711-719. doi: 10.7507/1001-5515.201809040.","Zeng A","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2019","2019/10/22","","","10.7507/1001-5515.201809040"
"29572601","Multi-Modality Cascaded Convolutional Neural Networks for Alzheimer's Disease Diagnosis","Liu M, Cheng D, Wang K, Wang Y; Alzheimer’s Disease Neuroimaging Initiative.","Neuroinformatics. 2018 Oct;16(3-4):295-308. doi: 10.1007/s12021-018-9370-4.","Liu M","Neuroinformatics","2018","2018/03/25","","","10.1007/s12021-018-9370-4"
"30932861","Weakly Supervised Deep Learning for Brain Disease Prognosis Using MRI and Incomplete Clinical Scores","Liu M, Zhang J, Lian C, Shen D.","IEEE Trans Cybern. 2020 Jul;50(7):3381-3392. doi: 10.1109/TCYB.2019.2904186. Epub 2019 Mar 26.","Liu M","IEEE Trans Cybern","2020","2019/04/02","PMC8034591","NIHMS1604975","10.1109/TCYB.2019.2904186"
"32244855","Multi-View Based Multi-Model Learning for MCI Diagnosis","Cao P, Gao J, Zhang Z.","Brain Sci. 2020 Mar 20;10(3):181. doi: 10.3390/brainsci10030181.","Cao P","Brain Sci","2020","2020/04/05","PMC7139974","","10.3390/brainsci10030181"
"32949193","Discordant Alzheimer's neurodegenerative biomarkers and their clinical outcomes","Guo Y, Li HQ, Tan L, Chen SD, Yang YX, Ma YH, Zuo CT, Dong Q, Tan L, Yu JT; Alzheimer's Disease Neuroimaging Initiative.","Ann Clin Transl Neurol. 2020 Oct;7(10):1996-2009. doi: 10.1002/acn3.51196. Epub 2020 Sep 19.","Guo Y","Ann Clin Transl Neurol","2020","2020/09/19","PMC7545611","","10.1002/acn3.51196"
"31970802","Imaging Biomarkers of Alzheimer Disease in Multiple Sclerosis","Zeydan B, Lowe VJ, Reichard RR, Przybelski SA, Lesnick TG, Schwarz CG, Senjem ML, Gunter JL, Parisi JE, Machulda MM, Vemuri P, Mielke MM, Knopman DS, Petersen RC, Jack CR Jr, Kantarci OH, Kantarci K.","Ann Neurol. 2020 Apr;87(4):556-567. doi: 10.1002/ana.25684. Epub 2020 Feb 8.","Zeydan B","Ann Neurol","2020","2020/01/24","PMC7078013","NIHMS1558058","10.1002/ana.25684"
"31499667","Transfer learning on T1-weighted images for brain age estimation","Jiang HT, Guo JJ, Du HW, Xu JZ, Qiu BS.","Math Biosci Eng. 2019 May 18;16(5):4382-4398. doi: 10.3934/mbe.2019218.","Jiang HT","Math Biosci Eng","2019","2019/09/11","","","10.3934/mbe.2019218"
"31738022","A unified brain system of orientation and its disruption in Alzheimer's disease","Dafni-Merom A, Peters-Founshtein G, Kahana-Merhavi S, Arzy S.","Ann Clin Transl Neurol. 2019 Dec;6(12):2468-2478. doi: 10.1002/acn3.50940. Epub 2019 Nov 18.","Dafni-Merom A","Ann Clin Transl Neurol","2019","2019/11/19","PMC6917329","","10.1002/acn3.50940"
"31461580","Neural networks associated with body composition in frontotemporal dementia","Ahmed RM, Landin-Romero R, Liang CT, Keogh JM, Henning E, Strikwerda-Brown C, Devenney EM, Hodges JR, Kiernan MC, Farooqi IS, Piguet O.","Ann Clin Transl Neurol. 2019 Sep;6(9):1707-1717. doi: 10.1002/acn3.50869. Epub 2019 Aug 28.","Ahmed RM","Ann Clin Transl Neurol","2019","2019/08/29","PMC6764740","","10.1002/acn3.50869"
"32721906","Attention-Guided Hybrid Network for Dementia Diagnosis With Structural MR Images","Lian C, Liu M, Pan Y, Shen D.","IEEE Trans Cybern. 2020 Jul 28;PP:10.1109/TCYB.2020.3005859. doi: 10.1109/TCYB.2020.3005859. Online ahead of print.","Lian C","IEEE Trans Cybern","2020","2020/07/30","PMC7855081","NIHMS1620787","10.1109/TCYB.2020.3005859"
"31636533","Quantifying Neurodegenerative Progression With DeepSymNet, an End-to-End Data-Driven Approach","Pena D, Barman A, Suescun J, Jiang X, Schiess MC, Giancardo L; Alzheimer's Disease Neuroimaging Initiative.","Front Neurosci. 2019 Oct 4;13:1053. doi: 10.3389/fnins.2019.01053. eCollection 2019.","Pena D","Front Neurosci","2019","2019/10/23","PMC6788344","","10.3389/fnins.2019.01053"
"30846199","The functional neuroanatomy of musical memory in Alzheimer's disease","Slattery CF, Agustus JL, Paterson RW, McCallion O, Foulkes AJM, Macpherson K, Carton AM, Harding E, Golden HL, Jaisin K, Mummery CJ, Schott JM, Warren JD.","Cortex. 2019 Jun;115:357-370. doi: 10.1016/j.cortex.2019.02.003. Epub 2019 Feb 15.","Slattery CF","Cortex","2019","2019/03/09","PMC6525150","","10.1016/j.cortex.2019.02.003"
"33137247","Association of PET-based stages of amyloid deposition with neuropathological markers of Aβ pathology","Teipel SJ, Temp AGM, Levin F, Dyrba M, Grothe MJ; Alzheimer's Disease Neuroimaging Initiative.","Ann Clin Transl Neurol. 2021 Jan;8(1):29-42. doi: 10.1002/acn3.51238. Epub 2020 Nov 2.","Teipel SJ","Ann Clin Transl Neurol","2021","2020/11/02","PMC7818279","","10.1002/acn3.51238"
"30637278","Imaging Markers of Progression in Parkinson's Disease","Strafella AP, Bohnen NI, Pavese N, Vaillancourt DE, van Eimeren T, Politis M, Tessitore A, Ghadery C, Lewis S; IPMDS‐Neuroimaging Study Group.","Mov Disord Clin Pract. 2018 Oct 9;5(6):586-596. doi: 10.1002/mdc3.12673. eCollection 2018 Nov-Dec.","Strafella AP","Mov Disord Clin Pract","2018","2019/01/15","PMC6277366","","10.1002/mdc3.12673"
"33150749","Ante- and postmortem tau in autosomal dominant and late-onset Alzheimer's disease","Chen CD, Holden TR, Gordon BA, Franklin EE, Li Y, Coble DW, Luo H, Bateman RJ; Dominantly Inherited Alzheimer Network (DIAN) and for the Dominantly Inherited Alzheimer Network Trials Unit (DIAN-TU), Ances BM, Perrin RJ, Benzinger TLS, Cairns NJ, Morris JC.","Ann Clin Transl Neurol. 2020 Dec;7(12):2475-2480. doi: 10.1002/acn3.51237. Epub 2020 Nov 5.","Chen CD","Ann Clin Transl Neurol","2020","2020/11/05","PMC7732239","","10.1002/acn3.51237"
"32960410","Image-based state-of-the-art techniques for the identification and classification of brain diseases: a review","Haq EU, Huang J, Kang L, Haq HU, Zhan T.","Med Biol Eng Comput. 2020 Nov;58(11):2603-2620. doi: 10.1007/s11517-020-02256-z. Epub 2020 Sep 22.","Haq EU","Med Biol Eng Comput","2020","2020/09/22","","","10.1007/s11517-020-02256-z"
"32535743","Feasibility study of a PET-only amyloid quantification method: a comparison with visual interpretation","Shimokawa N, Akamatsu G, Kadosaki M, Sasaki M.","Ann Nucl Med. 2020 Sep;34(9):629-635. doi: 10.1007/s12149-020-01486-3. Epub 2020 Jun 13.","Shimokawa N","Ann Nucl Med","2020","2020/06/15","","","10.1007/s12149-020-01486-3"
"31946844","Multimodal Data Fusion of Deep Learning and Dynamic Functional Connectivity Features to Predict Alzheimer's Disease Progression()","Abrol A, Fu Z, Du Y, Calhoun VD.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:4409-4413. doi: 10.1109/EMBC.2019.8856500.","Abrol A","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8856500"
"30814941","Neural Connectivity in Syntactic Movement Processing","Europa E, Gitelman DR, Kiran S, Thompson CK.","Front Hum Neurosci. 2019 Feb 13;13:27. doi: 10.3389/fnhum.2019.00027. eCollection 2019.","Europa E","Front Hum Neurosci","2019","2019/03/01","PMC6381040","","10.3389/fnhum.2019.00027"
"32317994","Classification Methods Based on Complexity and Synchronization of Electroencephalography Signals in Alzheimer's Disease","Nobukawa S, Yamanishi T, Kasakawa S, Nishimura H, Kikuchi M, Takahashi T.","Front Psychiatry. 2020 Apr 7;11:255. doi: 10.3389/fpsyt.2020.00255. eCollection 2020.","Nobukawa S","Front Psychiatry","2020","2020/04/23","PMC7154080","","10.3389/fpsyt.2020.00255"
"31734535","Quantitative susceptibility mapping based hybrid feature extraction for diagnosis of Parkinson's disease","Xiao B, He N, Wang Q, Cheng Z, Jiao Y, Haacke EM, Yan F, Shi F.","Neuroimage Clin. 2019;24:102070. doi: 10.1016/j.nicl.2019.102070. Epub 2019 Nov 5.","Xiao B","Neuroimage Clin","2019","2019/11/18","PMC6861598","","10.1016/j.nicl.2019.102070"
"32340038","Accuracy of Biomarker Testing for Neuropathologically Defined Alzheimer Disease in Older Adults With Dementia","Fink HA, Linskens EJ, Silverman PC, McCarten JR, Hemmy LS, Ouellette JM, Greer NL, Wilt TJ, Butler M.","Ann Intern Med. 2020 May 19;172(10):669-677. doi: 10.7326/M19-3888. Epub 2020 Apr 28.","Fink HA","Ann Intern Med","2020","2020/04/28","","","10.7326/M19-3888"
"31464088","Agreement of amyloid PET and CSF biomarkers for Alzheimer's disease on Lumipulse","Alcolea D, Pegueroles J, Muñoz L, Camacho V, López-Mora D, Fernández-León A, Le Bastard N, Huyck E, Nadal A, Olmedo V, Sampedro F, Montal V, Vilaplana E, Clarimón J, Blesa R, Fortea J, Lleó A.","Ann Clin Transl Neurol. 2019 Sep;6(9):1815-1824. doi: 10.1002/acn3.50873. Epub 2019 Aug 28.","Alcolea D","Ann Clin Transl Neurol","2019","2019/08/30","PMC6764494","","10.1002/acn3.50873"
"29624729","KIKI-net: cross-domain convolutional neural networks for reconstructing undersampled magnetic resonance images","Eo T, Jun Y, Kim T, Jang J, Lee HJ, Hwang D.","Magn Reson Med. 2018 Nov;80(5):2188-2201. doi: 10.1002/mrm.27201. Epub 2018 Apr 6.","Eo T","Magn Reson Med","2018","2018/04/07","","","10.1002/mrm.27201"
"31887712","Neuroimaging correlates of false memory in 'Alzheimer's disease: A preliminary systematic review","McLachlan E, Rai S, Al-Shihabi A, Huntley J, Burgess N, Howard R, Reeves S.","Psychiatry Res Neuroimaging. 2020 Feb 29;296:111021. doi: 10.1016/j.pscychresns.2019.111021. Epub 2019 Dec 9.","McLachlan E","Psychiatry Res Neuroimaging","2020","2019/12/31","","","10.1016/j.pscychresns.2019.111021"
"31245529","Progress update from the hippocampal subfields group","Olsen RK, Carr VA, Daugherty AM, La Joie R, Amaral RSC, Amunts K, Augustinack JC, Bakker A, Bender AR, Berron D, Boccardi M, Bocchetta M, Burggren AC, Chakravarty MM, Chételat G, de Flores R, DeKraker J, Ding SL, Geerlings MI, Huang Y, Insausti R, Johnson EG, Kanel P, Kedo O, Kennedy KM, Keresztes A, Lee JK, Lindenberger U, Mueller SG, Mulligan EM, Ofen N, Palombo DJ, Pasquini L, Pluta J, Raz N, Rodrigue KM, Schlichting ML, Lee Shing Y, Stark CEL, Steve TA, Suthana NA, Wang L, Werkle-Bergner M, Yushkevich PA, Yu Q, Wisse LEM; Hippocampal Subfields Group.","Alzheimers Dement (Amst). 2019 Jun 13;11:439-449. doi: 10.1016/j.dadm.2019.04.001. eCollection 2019 Dec.","Olsen RK","Alzheimers Dement (Amst)","2019","2019/06/28","PMC6581847","","10.1016/j.dadm.2019.04.001"
"32894137","Multi-slice representational learning of convolutional neural network for Alzheimer's disease classification using positron emission tomography","Kim HW, Lee HE, Oh K, Lee S, Yun M, Yoo SK.","Biomed Eng Online. 2020 Sep 7;19(1):70. doi: 10.1186/s12938-020-00813-z.","Kim HW","Biomed Eng Online","2020","2020/09/07","PMC7487538","","10.1186/s12938-020-00813-z"
"33111990","Socioeconomic Status Mediates Racial Differences Seen Using the AT(N) Framework","Meeker KL, Wisch JK, Hudson D, Coble D, Xiong C, Babulal GM, Gordon BA, Schindler SE, Cruchaga C, Flores S, Dincer A, Benzinger TL, Morris JC, Ances BM.","Ann Neurol. 2021 Feb;89(2):254-265. doi: 10.1002/ana.25948. Epub 2020 Nov 7.","Meeker KL","Ann Neurol","2021","2020/10/28","PMC7903892","NIHMS1668375","10.1002/ana.25948"
"32799367","Sex Mediates Relationships Between Regional Tau Pathology and Cognitive Decline","Buckley RF, Scott MR, Jacobs HIL, Schultz AP, Properzi MJ, Amariglio RE, Hohman TJ, Mayblyum DV, Rubinstein ZB, Manning L, Hanseeuw BJ, Mormino EC, Rentz DM, Johnson KA, Sperling RA.","Ann Neurol. 2020 Nov;88(5):921-932. doi: 10.1002/ana.25878. Epub 2020 Aug 31.","Buckley RF","Ann Neurol","2020","2020/08/18","PMC7581543","NIHMS1628145","10.1002/ana.25878"
"33195111","Alzheimer's Disease Detection Through Whole-Brain 3D-CNN MRI","Folego G, Weiler M, Casseb RF, Pires R, Rocha A.","Front Bioeng Biotechnol. 2020 Oct 30;8:534592. doi: 10.3389/fbioe.2020.534592. eCollection 2020.","Folego G","Front Bioeng Biotechnol","2020","2020/11/16","PMC7661929","","10.3389/fbioe.2020.534592"
"30903945","Early Alzheimer's disease diagnosis based on EEG spectral images using deep learning","Bi X, Wang H.","Neural Netw. 2019 Jun;114:119-135. doi: 10.1016/j.neunet.2019.02.005. Epub 2019 Mar 11.","Bi X","Neural Netw","2019","2019/03/24","","","10.1016/j.neunet.2019.02.005"
"31507022","Quantifying brain metabolism from FDG-PET images into a probability of Alzheimer's dementia score","Yee E, Popuri K, Beg MF; Alzheimer's Disease Neuroimaging Initiative.","Hum Brain Mapp. 2020 Jan;41(1):5-16. doi: 10.1002/hbm.24783. Epub 2019 Sep 10.","Yee E","Hum Brain Mapp","2020","2019/09/12","PMC7268066","","10.1002/hbm.24783"
"30763637","RNN-based longitudinal analysis for diagnosis of Alzheimer's disease","Cui R, Liu M; Alzheimer's Disease Neuroimaging Initiative.","Comput Med Imaging Graph. 2019 Apr;73:1-10. doi: 10.1016/j.compmedimag.2019.01.005. Epub 2019 Jan 26.","Cui R","Comput Med Imaging Graph","2019","2019/02/15","","","10.1016/j.compmedimag.2019.01.005"
"33263115","A physics-informed geometric learning model for pathological tau spread in Alzheimer's disease","Song TA, Chowdhury SR, Yang F, Jacobs HIL, Sepulcre J, Wedeen VJ, Johnson KA, Dutta J.","Med Image Comput Comput Assist Interv. 2020 Oct;12267:418-427. doi: 10.1007/978-3-030-59728-3_41. Epub 2020 Sep 29.","Song TA","Med Image Comput Comput Assist Interv","2020","2020/12/02","PMC7700821","NIHMS1648899","10.1007/978-3-030-59728-3_41"
"31361916","Amyloid imaging of dutch-type hereditary cerebral amyloid angiopathy carriers","Schultz AP, Kloet RW, Sohrabi HR, van der Weerd L, van Rooden S, Wermer MJH, Moursel LG, Yaqub M, van Berckel BNM, Chatterjee P, Gardener SL, Taddei K, Fagan AM, Benzinger TL, Morris JC, Sperling R, Johnson K, Bateman RJ; Dominantly Inherited Alzheimer Network, Gurol ME, van Buchem MA, Martins R, Chhatwal JP, Greenberg SM.","Ann Neurol. 2019 Oct;86(4):616-625. doi: 10.1002/ana.25560. Epub 2019 Aug 12.","Schultz AP","Ann Neurol","2019","2019/07/31","PMC6876775","NIHMS1059555","10.1002/ana.25560"
